root	surfaces	lex	type	active	Id	flags	rules	Dil	anlam
Eylül			K		OZEL	özel, ad		AR	Sonbahar'ın ilk ayı.
Eymen			E		OZEL	özel, ad		AR	Daha uğurlu, çok talihli, hayırlı, kutlu. 
Eyüb			E		OZEL	özel, ad		AR	Sabırlı. 
Ezamet			K		OZEL	özel, ad		AR	(bkz. Azamet).Büyüklük, ululuk. 
Ezelhan			E		OZEL	özel, ad		AT	(bkz. Ezel).
Ezfer			K		OZEL	özel, ad		AR	Güzel kokulu.
Ezgi			K		OZEL	özel, ad		TR	Belli bir kurala göre yaratılan ve kulakta haz uyandıran şeşname. 
Ezgü			U		OZEL	özel, ad		TR	Makam, hava.Erkek ve kadın adı olarak kullanılır.
Ezhan			U		OZEL	özel, ad		AR	İnsanda akıl, fikir, zeka, hafıza anlayış, kavrayış, kudretleri.Erkek ve kadın adı olarak kullanılır.
Ezheran			U		OZEL	özel, ad		AR	Ay ve güneş. -Erkek ve kadın adı olarak kullanılır.
Eznev			U		OZEL	özel, ad		PE	Yeni baştan, yeniden.Erkek ve kadın adı olarak kullanılır.
Ezra			K		OZEL	özel, ad		AR	Pek fasih, sözü düzgün adam. 
Ezrak			U		OZEL	özel, ad		AR	Mavi gözlü. Gök rengi saf ve temiz su.Erkek ve kadın adı olarak kullanılır.
Fadale			E		OZEL	özel, ad		AR	Faziletli. 
Fadıl			E		OZEL	özel, ad		AR	Faziletli, fazilet sahibi. 
Fadile			K		OZEL	özel, ad		AR	Faziletli, fazilet sahibi. 
Fadime			K		OZEL	özel, ad		TR	Sütten kesilmiş. 
Fadl			E		OZEL	özel, ad		AR	İyilik. 
Fahamet			K		OZEL	özel, ad		AR	Fahimlik, ululuk. 
Fahhar			E		OZEL	özel, ad		AR	Çok övünen, kendini çok metheden. 
Fahim			E		OZEL	özel, ad		AR	Akıllı, anlayışlı, kavrayışlı.
Fahime			K		OZEL	özel, ad		AR	Akıllı, anlayışlı, kavrayışlı.
Fahir			E		OZEL	özel, ad		AR	Övünülecek, iftihar edilecek. 
Fahire			K		OZEL	özel, ad		AR	Övünülecek, iftihar edilecek. 
Fahreddin			E		OZEL	özel, ad		AR	Dinin övdüğü, diniyle övünen. Dinin seçkini. Fahreddin Razi
Fahri			E		OZEL	özel, ad		AR	Bir karşılık beklemeden yalnızca şeref ve iftihar vesilesi olarak kabul edilen iş.(İş, sıfat, unvan). Fahri aza, fahri üye; maaşsız, ücretsiz veya müessese için gurur kaynağı olan kişi.
Fahriyye			K		OZEL	özel, ad		AR	(bkz. Fahri). İslami edebiyatla, şairlerin kendi vasıflarından, faziletlerinden ve şairlik kuvvetlerinden bahsettikleri şiirler. Daha çok kasidelerin bir bölümü bu şekildedir.
Fahrunnisa			K		OZEL	özel, ad		AR	(bkz. Fahir).Çok övünen, şanlı, şerefli, onurlu kadın.
Faik			E		OZEL	özel, ad		AR	Üstün, seçkin, yüksek, ileri. 
Faika			K		OZEL	özel, ad		AR	Üstün, seçkin, yüksek, ileri. 
Faiz			E		OZEL	özel, ad		AR	Fevz bulan, muradına ulaşan, başarı kazanan. Kur'an'da müslümanları vasfetme sadedinde birçok yerde geçmektedir.
Faiza			K		OZEL	özel, ad		AR	Fevz bulan, muradına ulaşan, başarı kazanan. Kur'an'da müslümanları vasfetme sadedinde birçok yerde geçmektedir.
Fakı			E		OZEL	özel, ad		TR	Fakih'ten bozma kelime. Anadolu'da okuryazar ve bilgili imam, hoca gibi kimselere eskiden verilen unvan.
Fakih			E		OZEL	özel, ad		AR	l. Bir şey bilen yahut anlayan kimse. 
Falih			E		OZEL	özel, ad		AR	Felaha eren, başarı kazanan, muradına eren. 
Farabi			E		OZEL	özel, ad		AF	870-950 yıllan arasında yaşamış ve Aristo felsefesinin İslam aleminde yayılmasına yol açmış Türk filozofudur. Kendisine muallim-i saniARisto'dan sonra 
Faris			E		OZEL	özel, ad		AR	Atlı(süvari). 
Farise			K		OZEL	özel, ad		AR	Atlı(süvari). 
Faruk			E		OZEL	özel, ad		AR	Haklıyı-haksızı ayırmakta güçlü olan. 
Faruki			E		OZEL	özel, ad		AR	Hz. Ömer'in nesline yahut adaletine mensup.
Faryab			E		OZEL	özel, ad		PE	Dere ve ırmak suyu ile sulanan yer. 
Fatıma			K		OZEL	özel, ad		AR	Sütten kesilmiş. 
Fatih			E		OZEL	özel, ad		AR	Fetheden, açan. 
Fatin			E		OZEL	özel, ad		AR	Zeki, anlayışlı. 
Fatine			K		OZEL	özel, ad		AR	Zeki, anlayışlı. 
Fatmagül			K		OZEL	özel, ad		AR	Sütten kesilmiş. 
Fatmanur			K		OZEL	özel, ad		AR	Sütten kesilmiş. 
Fayih			E		OZEL	özel, ad		AR	Kendiliğinden dağılan güzel koku.
Fayiha			K		OZEL	özel, ad		AR	Çiçek veya meyve kokusu. 
Faysal			E		OZEL	özel, ad		AR	Keskin hüküm, karar. 
Fazıl			E		OZEL	özel, ad		AR	Faziletli, fazilet sahibi. 
Fazıla			K		OZEL	özel, ad		AR	Faziletli, fazilet sahibi. 
Fazilet			K		OZEL	özel, ad		AR	İnsanda iyilik etmeye ve fenalıktan çekinmeye olan devamlı ve değişmez istidat, güzel vasıf. 
Fazlı			E		OZEL	özel, ad		AR	Değer, üstünlük, iyilik, fazilet, lütuf. 
Fazlullah			E		OZEL	özel, ad		AR	Allah'ın fazlı, erdemi, lütfü.
Fecri			E		OZEL	özel, ad		AR	Sabaha karşı güneş doğmadan önce ufkun gündoğusu tarafından görülen aydınlığı, tanyerinin ağarması.
Fecriye			K		OZEL	özel, ad		AR	Sabaha karşı güneş doğmadan önce ufkun gündoğusu tarafından görülen aydınlığı, tanyerinin ağarması.
Fedai			E		OZEL	özel, ad		AR	l. Canını esirgemeyen, mühim bir maksat uğrunda canını vermeye hazır bulunan. 
Fedakâr			E		OZEL	özel, ad		PE	Birleşik isim. Kendini veya şahsi menfaatlerini esirgemeyen.
Fedayican			E		OZEL	özel, ad		AF	Canını vermeye hazır, canını verme.
Fehamet			K		OZEL	özel, ad		AR	Fahimlik, ululuk. 
Fehim			E		OZEL	özel, ad		AR	Zeki, anlayışlı, pek çok anlayan.
Fehmi			E		OZEL	özel, ad		AR	Fehme mensup, fehim ile ilgili(bkz. Fehim).
Fehmiye			K		OZEL	özel, ad		AR	Fehme mensup, fehim ile ilgili(bkz. Fehim).
Felah			E		OZEL	özel, ad		AR	Kurtuluş, selamet, mutluluk, bahtiyarlık.
Felak			U		OZEL	özel, ad		AR	.Gün ağarması. 
Felin			U		OZEL	özel, ad		AR	Mantar.Erkek ve kadın adı olarak kullanılır.
Fener			E		OZEL	özel, ad		YU	İçinde ışık kaynağı bulunan şeffaf mahfaza.
Ferağ			E		OZEL	özel, ad		PE	Serin rüzgar.
Ferah			K		OZEL	özel, ad		AR	Gönül açıklığı. 
Ferahengiz			K		OZEL	özel, ad		AF	Ünlü bir çeşit lale.
Ferahet			U		OZEL	özel, ad		PE	Şan ve şeref. -Erkek ve kadın adı.
Ferahfeza			K		OZEL	özel, ad		AF	Ferah artıran. 
Ferahna			K		OZEL	özel, ad		PE	Bolluk, genişlik. 
Ferahnak			K		OZEL	özel, ad		AF	Sevinçli.Türk müziğinin mürekkeb makamlarından.
Ferahnaz			K		OZEL	özel, ad		PE	Nazlı kız.
Ferahşan			K		OZEL	özel, ad		AF	Sevinç veren. 
Feramuş			E		OZEL	özel, ad		PE	Unutma, hatırdan çıkma, nisyan.
Feraset			K		OZEL	özel, ad		AR	Anlayışlılık, çabuk seziş.
Feray			K		OZEL	özel, ad		PE	Aydınlık, parlak ay, canlılık, süs, zinet.
Ferda			K		OZEL	özel, ad		PE	Yarın. 
Ferdane			K		OZEL	özel, ad		AR	Tekli, yalnız.
Ferdi			E		OZEL	özel, ad		AR	Fertle ilgili, ferde has, tek başına yapılan.
Ferdiyye			K		OZEL	özel, ad		AR	Fertle ilgili, ferde has, tek başına yapılan.
Ferec			E		OZEL	özel, ad		AR	Gam, tasa ve sıkıntıdan kurtulma. 
Ferhad			E		OZEL	özel, ad		AF	Anadolu Anonimi'nde Ferhad ve Şirin adıyla meşhur olan eski bir hikayenin erkek kahramanı olup Şirin'in aşıkıdır. -(bkz. Ferhat).
Ferhal			K		OZEL	özel, ad		PE	Kıvırcık ve dolaşık olmayan uzun saç.
Ferhan			U		OZEL	özel, ad		AR	Sevinçli, mesut. 
Ferhat			E		OZEL	özel, ad		AR	Sevinç, neşe.(bkz. Ferhad).
Ferhunde			K		OZEL	özel, ad		PE	Mübarek, mesut, meymenetli, kutlu, uğurlu.
Ferid			E		OZEL	özel, ad		AR	Tek, eşsiz, eşi olmayan, kıyas kabul etmez, ölçüsüz, üstün.Türk dil kurallarına göre "d/t" olarak kullanılır.
Feride			K		OZEL	özel, ad		AR	(bkz. Ferid). -Kendi reyiyle hareket eden, kibirli, gururlu kimse.
Feridun			E		OZEL	özel, ad		PE	Sekizinci gök. 
Feridüddin			E		OZEL	özel, ad		AR	Dinin feridi, tek, eşsiz, kıyas kabul etmez kimse.
Ferit			E		OZEL	özel, ad		PE	Avcı kuş. 
Ferma			U		OZEL	özel, ad		PE	.Emreden, buyuran. 
Ferman			E		OZEL	özel, ad		PE	Emir, buyruk. 
Fermend			E		OZEL	özel, ad		PE	Mevki ve şeref sahibi.
Ferruh			E		OZEL	özel, ad		PE	Uğurlu, kutlu. 
Ferruhi			E		OZEL	özel, ad		PE	Ferruha ait. 
Ferzan			K		OZEL	özel, ad		PE	İlim ve hikmet.
Ferzane			U		OZEL	özel, ad		PE	Alim, bilgin, seçkin. 
Fesahat			U		OZEL	özel, ad		AR	Açıklık, duruluk.Erkek ve kadın adı olarak kullanılır.
Fetanet			K		OZEL	özel, ad		AR	Zihin açıklığı, zihnin yaratılıştan bir şeyi çabuk ve iyi kavraması. Peygamberlere mahsus beş sıfattan biridir.
Fethi			E		OZEL	özel, ad		AR	Fethe mensup. Fetih hakkında yazılan kaside.
Fethiyye			K		OZEL	özel, ad		AR	Fethe mensup. Fetih hakkında yazılan kaside.
Fethullah			E		OZEL	özel, ad		AR	Dinin açılması. Yaşamaya başlamak. Allah'ın nusreti.
Fetih			E		OZEL	özel, ad		AR	Açma, açış, açılma. 
Fettah			E		OZEL	özel, ad		AR	Açan, açıcı, zafer kazanmış, üstün gelmiş. 
Fevzi			E		OZEL	özel, ad		AR	Kurtuluşla ilgili. 
Fevziye			K		OZEL	özel, ad		AR	Kurtuluşla ilgili. 
Feyha			U		OZEL	özel, ad		AR	Büyük, geniş, engin.- Erkek ve kadın adı olarak kullanılır.
Feyyaz			E		OZEL	özel, ad		AR	Çok faydalı, çok verimli. 
Feyza			K		OZEL	özel, ad		AR	Suyun taşıp akması. 
Feyzi			U		OZEL	özel, ad		AR	İlim, irfan. 
Feyzullah			E		OZEL	özel, ad		AR	Allah'ın feyzi, bolluğu, bereketi.
Feza			U		OZEL	özel, ad		AR	Ucu bucağı bulunmayan boşluk. 
Fezzan			U		OZEL	özel, ad		AR	Büyük Sahra'da, Trablus ülkesinin güneyinde bir ülke.- Erkek ve kadın adı olarak kullanılır.
Fırat			E		OZEL	özel, ad		AR	Tatlı su. 
Fidan			K		OZEL	özel, ad		YU	Yeni yetişen körpe ağaç. 
Fide			K		OZEL	özel, ad		YU	Bahçıvanlıkta, yastıklarda tohumdan yetiştirilip başka yerlere dikilmek için hazırlanan sebze veya körpe çiçek.
Figen			K		OZEL	özel, ad		PE	Atıcı, yıkıcı, düşürücü.
Fikret			U		OZEL	özel, ad		AR	Fikir, düşünce. 
Fikri			E		OZEL	özel, ad		AR	Fikre ait, fikirle ilgili, düşünerek meydana getirilen şey.
Fikriye			K		OZEL	özel, ad		AR	Fikre ait, fikirle ilgili, düşünerek meydana getirilen şey.
Filiz			K		OZEL	özel, ad		AR	Bitkilerde yeni sürgün, tohumdan çıkan yeni uçlar. 
Firas			E		OZEL	özel, ad		AR	Yiğit, mert. 
Firazende			U		OZEL	özel, ad		PE	Yükselten. -Erkek ve kadın adı olarak kullanılır.
Firdevs			K		OZEL	özel, ad		AR	Cennet, 
Firuz			E		OZEL	özel, ad		AR	Mesut, mutlu, sevinçli, ferah, uğurlu, iyi bahtlı.
Firuze			K		OZEL	özel, ad		AR	Mesut, mutlu, sevinçli, ferah, uğurlu, iyi bahtlı.
Fitnat			K		OZEL	özel, ad		AR	Zihin açıklığı, zeyreklik. Zihnin herşeyi çabuk anlayışı. Türk şairlerinden meşhur bir İslam hanımının adıdır. Asıl adı Zübeyde'dir.
Fuad			E		OZEL	özel, ad		AR	Kalb, yürük, gönül.
Fulya			K		OZEL	özel, ad		IT	Nergisgillerden, san renkte çiçeği keskin ve güzel kokulu bir bitki, sarı soğançiçcği.
Funda			K		OZEL	özel, ad		TR	Kırcık yerlerde yetişen ve birçok çeşidi olan çalı.
Furat			E		OZEL	özel, ad		AR	Tatlı su. 
Furkan			E		OZEL	özel, ad		AR	Hakkı, batıldan, doğruyu yanlıştan ayırma, tefrik.
Fuzuli			E		OZEL	özel, ad		AR	Boşuna, yersiz, lüzumsuz, haksız. 
Füruzan			U		OZEL	özel, ad		PE	.Parlayıcı, parlayan, parlak.Erkek ve kadın adı olarak kullanılır.
Füsun			K		OZEL	özel, ad		AR	Büyü sihir. Şaşırtıcı güzelliğe sahip, hayret verici derecede güzel.
Gabra			K		OZEL	özel, ad		AR	Yer, yeryüzü, arz.
Gaffar			E		OZEL	özel, ad		AR	Kullarının günahlarını affeden, Allah. 
Gafur			E		OZEL	özel, ad		AR	Mağfiret eden, yarlığayan, affeden, bağışlayan, merhamet eden Allah. Allah'ın isimlerinden. -(bkz. Gaffar).
Galib			E		OZEL	özel, ad		AR	Galebe çalan, muzaffer, yenen. 
Galibe			K		OZEL	özel, ad		AR	Galebe çalan, muzaffer, yenen. 
Gamze			K		OZEL	özel, ad		AR	Süzgün bakış. 
Gani			E		OZEL	özel, ad		AR	Zengin varlıklı, bol doygun. 
Ganim			E		OZEL	özel, ad		AR	Ganimet alan.
Ganime			K		OZEL	özel, ad		AR	Ganimet alan.
Ganimet			K		OZEL	özel, ad		AR	Kafirlerle yapılan savaş sonucu ele geçirilen mal, para, silah gibi metalar. İslami usullere göre tasnif edilip, beytülmale, fakirlere, yoksullara ve mücahidlere dağıtılır.
Ganiye			K		OZEL	özel, ad		AR	Zengin kadın. Zengin kız. 
Garib			E		OZEL	özel, ad		AR	Yabancı, acaib. Kimsesiz, memleketinden uzak. Türk dil kuralları açısından "b/p" olarak kullanılır.
Garibe			K		OZEL	özel, ad		AR	Yabancı, acaib. Kimsesiz, memleketinden uzak. Türk dil kuralları açısından "b/p" olarak kullanılır.
Gavs			E		OZEL	özel, ad		AR	Suya dalma, dalgıçlık. 
Gaye			K		OZEL	özel, ad		AR	Maksat, meram. 
Gayret			U		OZEL	özel, ad		AR	.Çalışma, çabalama. 
Gaza			E		OZEL	özel, ad		AR	Din uğruna savaş.
Gazal			E		OZEL	özel, ad		AR	Ceylan. 
Gazale			K		OZEL	özel, ad		AR	Dişi geyik.
Gazali			E		OZEL	özel, ad		AR	İslam aleminin büyük mütefekkirlerinden.Babası "Gazzal-iplikçi" sanatçısı olduğu için kendisine Gazali adı verilmiştir.
Gazanfer			E		OZEL	özel, ad		AR	İri arslan, şir. 
Gazel			E		OZEL	özel, ad		AR	Latif. 
Gazi			E		OZEL	özel, ad		AR	Allah yolunda savaşan kişi. 
Gazir			E		OZEL	özel, ad		AR	Yumuşak, mülayim. Tatlı, nazik, uysal.
Gazire			K		OZEL	özel, ad		AR	Yumuşak, mülayim. Tatlı, nazik, uysal.
Gaziyüddin			E		OZEL	özel, ad		AR	Din uğrunda yara alan, yaralanan. Savaşan.
Gazzal			E		OZEL	özel, ad		AR	İplikçi.
Gazzali			E		OZEL	özel, ad		AR	İslam aleminin büyük mütefekkirlerinden.Babası "Gazzal-iplikçi" sanatçısı olduğu için kendisine Gazali adı verilmiştir.
Gelincik			K		OZEL	özel, ad		TR	Yazın kırlarda yetişen kırmızı ve büyük çiçekli bitki. 
Gencal			E		OZEL	özel, ad		TR	Genç kal. -(bkz. Genç).
Gencay			E		OZEL	özel, ad		TR	Ayın bir haftalık oluncaya kadarki şekli, hilal.
Gence			U		OZEL	özel, ad		PE	Kuzey Azerbaycan'ın Baku'dan sonra en büyük şehri.
Gencer			E		OZEL	özel, ad		TR	Yeni taze, körpe kimse, yiğit.
Genç			E		OZEL	özel, ad		PE	Hazine define. 
Gençyaz			U		OZEL	özel, ad		TR	.İlkbahar.Erkek ve kadın adı olarak kullanılır.
Germa			K		OZEL	özel, ad		PE	Sıcak yaz.
Gevan			E		OZEL	özel, ad		PE	Kahramanlar, yiğitler.
Gevher			K		OZEL	özel, ad		PE	Değerli taş. 
Gevherşad			K		OZEL	özel, ad		PE	Pırlanta gibi kıymetli ve neşeli. Gevherşad'. Baysungur'un annesi.
Geysu			K		OZEL	özel, ad		PE	Uzun saç, saç örgüsü, zülüf.
Gezegen			E		OZEL	özel, ad		TR	Güneş etrafında dolanan, ondan aldıkları ışığı yansıtan gök cisimlerinin ortak adı.
Gıyas			E		OZEL	özel, ad		AR	Yardım, gavs, nusret.
Gıyaseddin			E		OZEL	özel, ad		AR	Dinin yayılması için yardımı dokunan zat. Gıyaseddin Keyhüsrev I
Gilman			E		OZEL	özel, ad		AR	Tüyü, bıyığı çıkmamış delikanlılar gençler. 
Gilşah			U		OZEL	özel, ad		PE	.Balçık şah. 
Girami			E		OZEL	özel, ad		PE	Aziz, muhterem, saygın ulu.
Giray			U		OZEL	özel, ad		TR	.Kuvvetli, kudretli. Kırım hanları tarafından unvan olarak kullanılmıştır.Erkek ve kadın adı olarak kullanılır.
Girgin			U		OZEL	özel, ad		AR	.Herkesle çabucak yakınlık kurarak işini yürütebilen. -Erkek ve kadın adı olarak kullanılır.
Giryar			U		OZEL	özel, ad		PE	. Ağlayıcı, ağlayan,(bkz. Nalan).Erkek ve kadın adı olarak kullanılır.
Gizem			K		OZEL	özel, ad		TR	Sır karşılığı olarak kullanılan uydurma bir kelime.
Gonca			K		OZEL	özel, ad		PE	Henüz açılmamış gül, tomurcuk. 
Göğem			U		OZEL	özel, ad		TR	.Halk dilinde yeşile çalan mor.Erkek ve kadın adı olarak kullanılır.
Gökalp			E		OZEL	özel, ad		TR	Göklerin yiğidi bahadır.
Gökben			U		OZEL	özel, ad		TR	.Gökle ilgili, uzay sema.Erkek ve kadın adı olarak kullanılır.
Gökçay			U		OZEL	özel, ad		TR	,(bkz. Gökçe). -Kuzey Kafkasya da az tatlı su gölü. -Erkek ve kadın adı olarak kullanılır.
Gökçe			K		OZEL	özel, ad		TR	Gökle ilgili göğe ait semavi. 
Gökçek			E		OZEL	özel, ad		TR	Güzel çok güzel. 
Gökçen			K		OZEL	özel, ad		TR	Gökle ilgili göğe ait semavi. 
Gökdoğan			U		OZEL	özel, ad		TR	Kuzey yarımkürede yaşayan bir doğan türü.
Gökekin			U		OZEL	özel, ad		TR	Yeni başak meydana getirmiş ekin.Erkek ve kadın adı olarak kullanılır.
Gökkır			U		OZEL	özel, ad		TR	At donlarından maviye çalan kır.Erkek ve kadın adı olarak kullanılır.
Gökkuşağı			U		OZEL	özel, ad		TR	Düşmekte olan yağmur damlacıklarında güneş ışınlarının kırılıp yansımasıyla gökyüzünde oluşan yedi renkli kemer biçimindeki görüntü alkı.Erkek ve kadın adı olarak kullanılır.
Gökmen			K		OZEL	özel, ad		TR	Mavi gözlü ve sarışın kimse.
Göksel			U		OZEL	özel, ad		TR	Semavi, gökçül karşılığı olarak kullanılan uydurma kelam.
Göksevim			K		OZEL	özel, ad		TR	Sevimli gök.
Göksu			U		OZEL	özel, ad		TR	Türklerin oturduğu birçok akarsuya verilen isim. 
Göksün			U		OZEL	özel, ad		TR	Binboğa dağlarından Elbistan'ın güney batısında Seyhan nehrine karışan çay.Erkek ve kadın adı olarak kullanılır.
Gökşen			K		OZEL	özel, ad		TR	Gökle ilgili, aydınlık ışıklı gök, uydurma bir kelime.
Göktepe			E		OZEL	özel, ad		TR	Mavi tepe.
Göktürk			E		OZEL	özel, ad		AR	Orta Asya'da yaşamış eski bir Türk ulusu ve bu ulustan olan kimse.
Gökyüzü			U		OZEL	özel, ad		AR	Göğün görünen yüzeyi(sema).Erkek ve kadın adı olarak kullanılır.
Gönenç			K		OZEL	özel, ad		TR	Refah hali, mutluluk.
Gönül			K		OZEL	özel, ad		TR	İnsanın manevi varlığının ifadesi, inancı ve hislerinin kaynağı. 
Görgü			K		OZEL	özel, ad		TR	Bir topluluğa ait uyulması gereken nezaket kaideleri muaşeret adabı. 
Görkem			U		OZEL	özel, ad		TR	İhtişam, gösteriş karşılığı olarak kullanılan bir kelimedir. 
Görsel			U		OZEL	özel, ad		TR	Görmekle ilgili manasına kullanılan uydurma bir kelime.Erkek ve kadın adı olarak kullanılır.
Gözde			K		OZEL	özel, ad		TR	Göze girmiş olan sevilen beğenilen, benimsenen. 
Gözen			K		OZEL	özel, ad		TR	Bir nevi alageyik.
Gözlem			U		OZEL	özel, ad		TR	Müşahade, gözlemek karşılığı olarak kullanılan kelime.Erkek ve kadın adı olarak kullanılır.
Gufran			U		OZEL	özel, ad		AR	Günahların affı.
Gulam			E		OZEL	özel, ad		AR	Oğlan, uşak. 
Gurbet			U		OZEL	özel, ad		AR	Doğup yaşanılmış olan yerden uzakta yer.Erkek ve kadın adı olarak kullanılır.
Güçlü			E		OZEL	özel, ad		TR	Gücü olan kuvvetli zorlu. 
Güftar			U		OZEL	özel, ad		PE	.Söz, kelam.Erkek ve kadın adı olarak kullanılır.
Güfte			K		OZEL	özel, ad		PE	Söyleniş, söylenmiş. 
Güher			U		OZEL	özel, ad		PE	Gevher, cevher,(bkz. Gevher).Erkek ve kadın adı olarak kullanılır.
Güherpare			K		OZEL	özel, ad		PE	Cevher parçası.
Gül			K		OZEL	özel, ad		PE	Çiçek. 
Gülabi			E		OZEL	özel, ad		PE	Gülsuyu.
Gülafet			K		OZEL	özel, ad		PE	Nefes kesen güzellikle.Gül ve âfet kelimesinden oluşmuş birleşik bir isimdir.
Gülbahar			K		OZEL	özel, ad		PE	Bahar gülü. 
Gülbanu			K		OZEL	özel, ad		PE	Gülhanım. Gül gibi güzel kadın. Gül hatun.
Gülbeden			K		OZEL	özel, ad		PE	Zarif, ince vücuda sahip. Gülbeden Begüm, Babur Şah'ın kızı.
Gülberk			U		OZEL	özel, ad		PE	Gül yaprağı. -Erkek ve kadın adı olarak kullanılır.
Gülbeşeker			K		OZEL	özel, ad		PE	Bir çeşit gül tatlısı.
Gülbeyaz			K		OZEL	özel, ad		FT	Beyaz gül.
Gülbin			K		OZEL	özel, ad		PE	Gül kökü, gül biten yer.
Gülbiz			K		OZEL	özel, ad		PE	Gül serpen, gül serpilmiş.
Gülcihan			K		OZEL	özel, ad		TR	Cihana, aleme bedel gül.
Gülçe			K		OZEL	özel, ad		PE	Gülcük, küçük gül.
Gülçin			K		OZEL	özel, ad		PE	Gül toplayan, gül devşiren.
Güldehan			K		OZEL	özel, ad		PE	Gül ağızlı, ağzı gül gibi olan.
Güldeste			K		OZEL	özel, ad		PE	Güldemeti, çiçek destesi.Türk müziğinde mürekkeb makamlardan.
Gülenay			K		OZEL	özel, ad		TR	Devamlı gülen, ayyüzlü kişi.
Gülenbey			E		OZEL	özel, ad		TR	Devamlı gülen, ayyüzlü kişi.
Gülendam			K		OZEL	özel, ad		PE	Gül endamlı, gül boylu, nazik, güzel endam.
Gülennur			K		OZEL	özel, ad		TR	Gülmesiyle etrafı aydınlatan, ışık saçan kimse.
Güler			K		OZEL	özel, ad		TR	Gülen, sevinçli, handan.
Gülfam			K		OZEL	özel, ad		PE	Gül renkli. 
Gülfem			K		OZEL	özel, ad		FA	Gül ağızlı, gül dudaklı.
Gülgonca			K		OZEL	özel, ad		PE	Açılmamış gül.
Gülgün			K		OZEL	özel, ad		PE	Gül renkli, gül renginde, pembe.
Gülhan			U		OZEL	özel, ad		PE	Gül evi, ateşhane.
Gülhanım			K		OZEL	özel, ad		TR	İyi huylu, nazik hanım. 
Gülhayat			K		OZEL	özel, ad		TR	Mutlu, huzurlu bir hayat. 
Gülibar			U		OZEL	özel, ad		TR	Gül fırtınası. -Erkek ve kadın adı olarak kullanılır.
Gülistan			K		OZEL	özel, ad		PE	Gül bahçesi, güllük. 
Gülizar			K		OZEL	özel, ad		PE	Gül yanaklı. 
Gülkız			K		OZEL	özel, ad		TR	Güle benzeyen kız.
Güllü			K		OZEL	özel, ad		TR	Gülü olan. 
Gülname			E		OZEL	özel, ad		PE	Sevgiliye yazılan mektup, kaside.
Gülnar			E		OZEL	özel, ad		PE	Hisar, kule.
Gülnar			K		OZEL	özel, ad		PE	Nar çiçeği.
Gülnaz			K		OZEL	özel, ad		PE	Gül yüzlü kadın. 
Gülnihal			K		OZEL	özel, ad		PE	Gül fidanı. 
Gülnur			K		OZEL	özel, ad		TR	Etrafına ışık saçan, aydınlatan gül.
Gülnuş			K		OZEL	özel, ad		PE	Güliçen. 
Gülperi			K		OZEL	özel, ad		PE	Gizli gül.
Gülrana			K		OZEL	özel, ad		PE	Güzel gül, dışı sarı içi kırmızı renkte olan bir çeşit gül.
Gülriz			K		OZEL	özel, ad		PE	Gül saçan, gül serpen. 
Gülruhsar			K		OZEL	özel, ad		PE	Gül yanaklı.
Gülseren			K		OZEL	özel, ad		TR	Gül toplayan, gül dağıtan.
Gülsevim			K		OZEL	özel, ad		TR	Sevimli, güzel, hoş görünüşlü gül.
Gülsu			K		OZEL	özel, ad		TR	Gül renkli su, taze su.
Gülsuna			K		OZEL	özel, ad		TR	Gül gibi çekici kadın. Güzel sevgili.
Gülsüm			K		OZEL	özel, ad		TR	Hz. Peygamber(s.a.s
Gülşah			K		OZEL	özel, ad		PE	Güllerin şahı. 
Gülşen			K		OZEL	özel, ad		PE	Gülbahçesi, gülistan, gülizar,
Gültane			K		OZEL	özel, ad		TR	Yeni açmış gül, gonca.
Gültekin			E		OZEL	özel, ad		TR	Genç delikanlı, nazik.
Gülten			K		OZEL	özel, ad		PE	Gül tenli, gül vücutlu.
Gülzar			K		OZEL	özel, ad		PE	Gülbahçesi, gül tarlası.
Günay			K		OZEL	özel, ad		TR	Gündüz, gün aydınlığında ay.
Güneş			K		OZEL	özel, ad		TR	Çevresindeki sisteme ait gezegenlerin etrafında döndüğü, ışık ve ısı yayan büyük gök cismi, şems.
Güney			U		OZEL	özel, ad		TR	Dört ana yönden biri.Erkek ve kadın adı olarak kullanılır.
Günsel			E		OZEL	özel, ad		TR	Hızlı akan sel.
Güray			E		OZEL	özel, ad		TR	Yeni doğan ay.
Gürbüz			E		OZEL	özel, ad		TR	İyi, yetişmiş, sağlam ve kuvvetli. 
Gürcü			E		OZEL	özel, ad		TR	Gürcistan ahalisinden veya bu ahalinin soyundan olan. Gürcistan ahalisine ait.
Gürçınar			E		OZEL	özel, ad		TR	Çok büyümüş, gelişmiş, serpilmiş.
Gürdal			E		OZEL	özel, ad		TR	Güçlü, gelişmiş dal.
Gürel			E		OZEL	özel, ad		TR	Maiyeti geniş, çevresi güçlü kuvvetli.
